coin,name,networkList
BROCK,BROCK,"[{'coin': 'BROCK', 'depositDesc': None, 'depositEnable': True, 'minConfirm': 64, 'name': 'Bitrock', 'network': 'Ethereum(ERC20)', 'withdrawEnable': True, 'withdrawFee': '68', 'withdrawIntegerMultiple': None, 'withdrawMax': '1200000', 'withdrawMin': '229.2', 'sameAddress': False, 'contract': '0xde67d97b8770dC98C746A3FC0093c538666eB493', 'withdrawTips': ""The token name of Bitrock (BITROCK)  is BROCK in MEXC; The last digits of the token's contract address are B493, please make sure they're correct before taking action."", 'depositTips': ""The token name of Bitrock (BITROCK)  is BROCK in MEXC; The last digits of the token's contract address are B493, please make sure they're correct before taking action.""}, {'coin': 'BROCK', 'depositDesc': None, 'depositEnable': True, 'minConfirm': 60, 'name': 'BROCK', 'network': 'BROCK', 'withdrawEnable': True, 'withdrawFee': '0.1', 'withdrawIntegerMultiple': None, 'withdrawMax': '2000000', 'withdrawMin': '0.5', 'sameAddress': False, 'contract': '', 'withdrawTips': None, 'depositTips': None}]"
BONK2,BONK2.0,"[{'coin': 'BONK2', 'depositDesc': None, 'depositEnable': True, 'minConfirm': 64, 'name': 'BONK2.0', 'network': 'Ethereum(ERC20)', 'withdrawEnable': True, 'withdrawFee': '4161214441', 'withdrawIntegerMultiple': None, 'withdrawMax': '13000000000000', 'withdrawMin': '5729140107.6', 'sameAddress': False, 'contract': '0x043312456f73D8014D9b84f4337DE54995CD2A5B', 'withdrawTips': None, 'depositTips': None}]"
LAI,LayerAI,"[{'coin': 'LAI', 'depositDesc': None, 'depositEnable': True, 'minConfirm': 64, 'name': 'LayerAI', 'network': 'Ethereum(ERC20)', 'withdrawEnable': True, 'withdrawFee': '520', 'withdrawIntegerMultiple': None, 'withdrawMax': '13333333.333333', 'withdrawMin': '1465.2', 'sameAddress': False, 'contract': '0x168e209D7b2F58f1f24b8Ae7B7d35E662bBF11Cc', 'withdrawTips': None, 'depositTips': None}, {'coin': 'LAI', 'depositDesc': None, 'depositEnable': True, 'minConfirm': 12, 'name': 'LayerAI', 'network': 'BNB Smart Chain(BEP20)', 'withdrawEnable': True, 'withdrawFee': '66.666666', 'withdrawIntegerMultiple': None, 'withdrawMax': '13333333.333333', 'withdrawMin': '133.333332', 'sameAddress': False, 'contract': '0x776F9987D9DEED90eeD791cbD824D971FD5CCF09', 'withdrawTips': None, 'depositTips': None}]"
SQUIDGROW,Squid Grow,"[{'coin': 'SQUIDGROW', 'depositDesc': None, 'depositEnable': True, 'minConfirm': 12, 'name': 'Squid Grow', 'network': 'BNB Smart Chain(BEP20)', 'withdrawEnable': True, 'withdrawFee': '54282844', 'withdrawIntegerMultiple': None, 'withdrawMax': '3000000000000', 'withdrawMin': '56593344', 'sameAddress': False, 'contract': '0xd8Fa690304D2B2824D918C0c7376e2823704557A', 'withdrawTips': '', 'depositTips': ''}]"
XTMOLD,Torum,"[{'coin': 'XTMOLD', 'depositDesc': 'Deposit suspended due to wallet maintenance', 'depositEnable': False, 'minConfirm': 12, 'name': 'Torum', 'network': 'BNB Smart Chain(BEP20)', 'withdrawEnable': False, 'withdrawFee': '0', 'withdrawIntegerMultiple': None, 'withdrawMax': '1574828', 'withdrawMin': '1574825', 'sameAddress': False, 'contract': '0xCd1fAFf6e578Fa5cAC469d2418C95671bA1a62Fe', 'withdrawTips': None, 'depositTips': None}, {'coin': 'XTMOLD', 'depositDesc': 'Deposit suspended due to wallet maintenance', 'depositEnable': False, 'minConfirm': 64, 'name': 'Torum', 'network': 'Ethereum(ERC20)', 'withdrawEnable': False, 'withdrawFee': '0', 'withdrawIntegerMultiple': None, 'withdrawMax': '608859', 'withdrawMin': '608857', 'sameAddress': False, 'contract': '0xcd1faff6e578fa5cac469d2418c95671ba1a62fe', 'withdrawTips': None, 'depositTips': None}]"
LAP,LAP,"[{'coin': 'LAP', 'depositDesc': 'Deposit suspended due to wallet maintenance', 'depositEnable': False, 'minConfirm': 12, 'name': 'LAP', 'network': 'SCROLL', 'withdrawEnable': False, 'withdrawFee': '0.1', 'withdrawIntegerMultiple': None, 'withdrawMax': '20000000', 'withdrawMin': '1', 'sameAddress': False, 'contract': '0x8207CF61083fA9DFCe837fA5FD8f5d15F607292f', 'withdrawTips': None, 'depositTips': None}]"
CPH,Cypherium,"[{'coin': 'CPH', 'depositDesc': 'Deposit suspended due to wallet maintenance', 'depositEnable': False, 'minConfirm': 8, 'name': 'Cypherium', 'network': 'CPH', 'withdrawEnable': False, 'withdrawFee': '1', 'withdrawIntegerMultiple': None, 'withdrawMax': '8000000', 'withdrawMin': '10', 'sameAddress': False, 'contract': '', 'withdrawTips': None, 'depositTips': None}]"
PLT1,Plutus DeFi,"[{'coin': 'PLT1', 'depositDesc': None, 'depositEnable': False, 'minConfirm': 64, 'name': 'Plutus DeFi', 'network': 'Ethereum(ERC20)', 'withdrawEnable': True, 'withdrawFee': '0', 'withdrawIntegerMultiple': None, 'withdrawMax': '500000', 'withdrawMin': '90', 'sameAddress': False, 'contract': '0x9fbfed658919a896b5dc7b00456ce22d780f9b65', 'withdrawTips': None, 'depositTips': None}]"
LAR,LinkArt,"[{'coin': 'LAR', 'depositDesc': None, 'depositEnable': False, 'minConfirm': 64, 'name': 'LinkArt', 'network': 'Ethereum(ERC20)', 'withdrawEnable': True, 'withdrawFee': '0', 'withdrawIntegerMultiple': None, 'withdrawMax': '15000000', 'withdrawMin': '450', 'sameAddress': False, 'contract': '0x6226caa1857afbc6dfb6ca66071eb241228031a1', 'withdrawTips': None, 'depositTips': None}]"
TRIVIA,Trivians,"[{'coin': 'TRIVIA', 'depositDesc': None, 'depositEnable': True, 'minConfirm': 12, 'name': 'Trivians', 'network': 'BNB Smart Chain(BEP20)', 'withdrawEnable': True, 'withdrawFee': '114', 'withdrawIntegerMultiple': None, 'withdrawMax': '62000000', 'withdrawMin': '274.8', 'sameAddress': False, 'contract': '0xb465f3cb6Aba6eE375E12918387DE1eaC2301B05', 'withdrawTips': None, 'depositTips': None}]"
LAT,PlatON,"[{'coin': 'LAT', 'depositDesc': None, 'depositEnable': True, 'minConfirm': 60, 'name': 'PlatON', 'network': 'LAT', 'withdrawEnable': True, 'withdrawFee': '1', 'withdrawIntegerMultiple': None, 'withdrawMax': '20000000', 'withdrawMin': '2', 'sameAddress': False, 'contract': '', 'withdrawTips': None, 'depositTips': None}]"
DLANCE,DeeLance,"[{'coin': 'DLANCE', 'depositDesc': None, 'depositEnable': True, 'minConfirm': 64, 'name': 'DeeLance', 'network': 'Ethereum(ERC20)', 'withdrawEnable': True, 'withdrawFee': '3205', 'withdrawIntegerMultiple': None, 'withdrawMax': '5000000', 'withdrawMin': '3846', 'sameAddress': False, 'contract': '0x7D60dE2E7D92Cb5C863bC82f8d59b37C59fC0A7A', 'withdrawTips': None, 'depositTips': None}]"
EDFI,EdFi,"[{'coin': 'EDFI', 'depositDesc': 'Deposit suspended due to wallet maintenance', 'depositEnable': False, 'minConfirm': 64, 'name': 'EdFi', 'network': 'Ethereum(ERC20)', 'withdrawEnable': True, 'withdrawFee': '0', 'withdrawIntegerMultiple': None, 'withdrawMax': '285714285.714285', 'withdrawMin': '10000', 'sameAddress': False, 'contract': '0x76C81E322fe678f9391029d571453FAd9bC9e73e', 'withdrawTips': None, 'depositTips': None}]"
DACC,DACC,"[{'coin': 'DACC', 'depositDesc': None, 'depositEnable': False, 'minConfirm': 64, 'name': 'DACC', 'network': 'Ethereum(ERC20)', 'withdrawEnable': False, 'withdrawFee': '0', 'withdrawIntegerMultiple': None, 'withdrawMax': '5000000', 'withdrawMin': '1681', 'sameAddress': False, 'contract': '0xF8C595D070d104377f58715ce2E6C93E49a87f3c', 'withdrawTips': None, 'depositTips': None}]"
TRC,MetaTrace,"[{'coin': 'TRC', 'depositDesc': None, 'depositEnable': True, 'minConfirm': 300, 'name': 'MetaTrace', 'network': 'Polygon(MATIC)', 'withdrawEnable': True, 'withdrawFee': '15', 'withdrawIntegerMultiple': None, 'withdrawMax': '2898551', 'withdrawMin': '30', 'sameAddress': False, 'contract': '0x40d9fc77027A281d85de1fa660C887E645AE26C3', 'withdrawTips': None, 'depositTips': None}]"
TRB,Tellor,"[{'coin': 'TRB', 'depositDesc': None, 'depositEnable': False, 'minConfirm': 64, 'name': 'Tellor', 'network': 'Ethereum(ERC20)', 'withdrawEnable': True, 'withdrawFee': '0', 'withdrawIntegerMultiple': None, 'withdrawMax': '10000000', 'withdrawMin': '0', 'sameAddress': False, 'contract': '0x0ba45a8b5d5575935b8158a88c631e9f9c95a2e5', 'withdrawTips': None, 'depositTips': None}]"
GPTPLUS,GPTPlus,"[{'coin': 'GPTPLUS', 'depositDesc': None, 'depositEnable': True, 'minConfirm': 64, 'name': 'GPTPlus', 'network': 'Ethereum(ERC20)', 'withdrawEnable': True, 'withdrawFee': '14484', 'withdrawIntegerMultiple': None, 'withdrawMax': '200000000', 'withdrawMin': '28976.4', 'sameAddress': False, 'contract': '0xeD9F6Aa6532869576211fD6367E3c328810fBeb3', 'withdrawTips': None, 'depositTips': None}]"
CPT,ChartpanToken,"[{'coin': 'CPT', 'depositDesc': 'Deposit suspended due to wallet maintenance', 'depositEnable': False, 'minConfirm': 100, 'name': 'ChartpanToken', 'network': 'Klaytn(KLAY)', 'withdrawEnable': True, 'withdrawFee': '100', 'withdrawIntegerMultiple': None, 'withdrawMax': '20000000', 'withdrawMin': '200', 'sameAddress': False, 'contract': '0x503d007c920d9ed5e449a18449ecd72799723ae5', 'withdrawTips': None, 'depositTips': None}]"
TRD,The Realm Defenders,"[{'coin': 'TRD', 'depositDesc': None, 'depositEnable': False, 'minConfirm': 500, 'name': 'The Realm Defenders', 'network': 'Polygon(MATIC)', 'withdrawEnable': True, 'withdrawFee': '0', 'withdrawIntegerMultiple': None, 'withdrawMax': '3000000', 'withdrawMin': '400', 'sameAddress': False, 'contract': '0x2a1f0ad3cab040e28845734d932f3ff0a24b14f4', 'withdrawTips': None, 'depositTips': None}]"
LAIKA,LAIKA,"[{'coin': 'LAIKA', 'depositDesc': 'Deposit suspended due to wallet maintenance', 'depositEnable': False, 'minConfirm': 64, 'name': 'LAIKA', 'network': 'Ethereum(ERC20)', 'withdrawEnable': True, 'withdrawFee': '0', 'withdrawIntegerMultiple': None, 'withdrawMax': '1500000000000', 'withdrawMin': '1', 'sameAddress': False, 'contract': '0x77f9CF0bd8C500CfFdF420e72343893aeCC2EC0b', 'withdrawTips': None, 'depositTips': None}]"
TRG,The Rug Game,"[{'coin': 'TRG', 'depositDesc': 'Deposit is prohibited (forced deposit may result in asset loss)', 'depositEnable': False, 'minConfirm': 64, 'name': 'The Rug Game', 'network': 'Ethereum(ERC20)', 'withdrawEnable': True, 'withdrawFee': '0', 'withdrawIntegerMultiple': None, 'withdrawMax': '1800000000000', 'withdrawMin': '1', 'sameAddress': False, 'contract': '0x93eEB426782BD88fCD4B48D7b0368CF061044928', 'withdrawTips': None, 'depositTips': None}]"
BCMC,Blockchain Monster,"[{'coin': 'BCMC', 'depositDesc': None, 'depositEnable': False, 'minConfirm': 12, 'name': 'Blockchain Monster', 'network': 'BNB Smart Chain(BEP20)', 'withdrawEnable': True, 'withdrawFee': '0', 'withdrawIntegerMultiple': None, 'withdrawMax': '30000000', 'withdrawMin': '1', 'sameAddress': False, 'contract': '0xc10358f062663448a3489fC258139944534592ac', 'withdrawTips': None, 'depositTips': None}, {'coin': 'BCMC', 'depositDesc': 'Deposit suspended due to wallet maintenance', 'depositEnable': False, 'minConfirm': 64, 'name': 'Blockchain Monster', 'network': 'Ethereum(ERC20)', 'withdrawEnable': True, 'withdrawFee': '0', 'withdrawIntegerMultiple': None, 'withdrawMax': '30000000', 'withdrawMin': '1', 'sameAddress': False, 'contract': '0x2BA8349123de45E931a8C8264c332E6e9CF593F9', 'withdrawTips': None, 'depositTips': None}, {'coin': 'BCMC', 'depositDesc': 'Deposit suspended due to wallet maintenance', 'depositEnable': False, 'minConfirm': 500, 'name': 'Blockchain Monster', 'network': 'Polygon(MATIC)', 'withdrawEnable': True, 'withdrawFee': '0', 'withdrawIntegerMultiple': None, 'withdrawMax': '30000000', 'withdrawMin': '1', 'sameAddress': False, 'contract': '0xc10358f062663448a3489fC258139944534592ac', 'withdrawTips': None, 'depositTips': None}]"
CPU,CPUcoin,"[{'coin': 'CPU', 'depositDesc': None, 'depositEnable': True, 'minConfirm': 64, 'name': 'CPUcoin', 'network': 'Ethereum(ERC20)', 'withdrawEnable': True, 'withdrawFee': '923', 'withdrawIntegerMultiple': None, 'withdrawMax': '6000000', 'withdrawMin': '1000', 'sameAddress': False, 'contract': '0x6D52DfeFb16BB9Cdc78bfCA09061e44574886626', 'withdrawTips': None, 'depositTips': None}]"
TOFFEE,Toffeenut,"[{'coin': 'TOFFEE', 'depositDesc': None, 'depositEnable': False, 'minConfirm': 12, 'name': 'Toffeenut', 'network': 'BNB Smart Chain(BEP20)', 'withdrawEnable': True, 'withdrawFee': '25', 'withdrawIntegerMultiple': None, 'withdrawMax': '28000000', 'withdrawMin': '34.8', 'sameAddress': False, 'contract': '0x99bcB37ED1A1F5b66A42092c761a202CD74Ee3ec', 'withdrawTips': None, 'depositTips': None}]"
LBA,Cred,"[{'coin': 'LBA', 'depositDesc': None, 'depositEnable': True, 'minConfirm': 64, 'name': 'Cred', 'network': 'Ethereum(ERC20)', 'withdrawEnable': True, 'withdrawFee': '16832', 'withdrawIntegerMultiple': None, 'withdrawMax': '320000000', 'withdrawMin': '9000', 'sameAddress': False, 'contract': '0xfe5f141bf94fe84bc28ded0ab966c16b17490657', 'withdrawTips': None, 'depositTips': None}]"
CPX,CenterPrime,"[{'coin': 'CPX', 'depositDesc': None, 'depositEnable': False, 'minConfirm': 64, 'name': 'CenterPrime', 'network': 'Ethereum(ERC20)', 'withdrawEnable': True, 'withdrawFee': '0', 'withdrawIntegerMultiple': None, 'withdrawMax': '720000', 'withdrawMin': '1', 'sameAddress': False, 'contract': '0x50EB3B7f3Efd3fC8ecE83e2012Dc9367422b3F91', 'withdrawTips': None, 'depositTips': None}, {'coin': 'CPX', 'depositDesc': None, 'depositEnable': False, 'minConfirm': 12, 'name': 'CenterPrime', 'network': 'BNB Smart Chain(BEP20)', 'withdrawEnable': False, 'withdrawFee': '0', 'withdrawIntegerMultiple': None, 'withdrawMax': '720000', 'withdrawMin': '1', 'sameAddress': False, 'contract': '0xB7B1bd104645D5A06120d369c63822b2AeAd1598', 'withdrawTips': None, 'depositTips': None}]"
TRK,TrustKey,"[{'coin': 'TRK', 'depositDesc': None, 'depositEnable': True, 'minConfirm': 12, 'name': 'TrustKey', 'network': 'BNB Smart Chain(BEP20)', 'withdrawEnable': True, 'withdrawFee': '702', 'withdrawIntegerMultiple': None, 'withdrawMax': '130000000', 'withdrawMin': '1006.8', 'sameAddress': False, 'contract': '0x134f411AeF926437B64e599e42FD58Fb48fc89A1', 'withdrawTips': '', 'depositTips': ''}]"
LBC,LBRY Credits,"[{'coin': 'LBC', 'depositDesc': None, 'depositEnable': True, 'minConfirm': 90, 'name': 'LBRY Credits', 'network': 'LBC', 'withdrawEnable': True, 'withdrawFee': '1', 'withdrawIntegerMultiple': None, 'withdrawMax': '20000000', 'withdrawMin': '2', 'sameAddress': False, 'contract': '', 'withdrawTips': None, 'depositTips': None}]"
ORDI,ORDI,"[{'coin': 'ORDI', 'depositDesc': None, 'depositEnable': True, 'minConfirm': 3, 'name': 'ORDI', 'network': 'BRC20', 'withdrawEnable': True, 'withdrawFee': '1.9', 'withdrawIntegerMultiple': None, 'withdrawMax': '2000000', 'withdrawMin': '5', 'sameAddress': False, 'contract': 'ordi', 'withdrawTips': None, 'depositTips': None}]"
UBSN,Silent Notary,"[{'coin': 'UBSN', 'depositDesc': None, 'depositEnable': True, 'minConfirm': 64, 'name': 'Silent Notary', 'network': 'Ethereum(ERC20)', 'withdrawEnable': True, 'withdrawFee': '961001', 'withdrawIntegerMultiple': None, 'withdrawMax': '5000000000', 'withdrawMin': '1086267.6', 'sameAddress': False, 'contract': '0x86EFc496DcA70bcFD92D19194290e8457a375773', 'withdrawTips': None, 'depositTips': None}]"
TRL,Triall,"[{'coin': 'TRL', 'depositDesc': None, 'depositEnable': True, 'minConfirm': 64, 'name': 'Triall', 'network': 'Ethereum(ERC20)', 'withdrawEnable': True, 'withdrawFee': '204', 'withdrawIntegerMultiple': None, 'withdrawMax': '5000000', 'withdrawMin': '250', 'sameAddress': False, 'contract': '0x58f9102bF53Cf186682Bd9a281d3Cd3c616eEc41', 'withdrawTips': None, 'depositTips': None}]"
TRO,Trodl,"[{'coin': 'TRO', 'depositDesc': None, 'depositEnable': False, 'minConfirm': 12, 'name': 'Trodl', 'network': 'BNB Smart Chain(BEP20)', 'withdrawEnable': True, 'withdrawFee': '0', 'withdrawIntegerMultiple': None, 'withdrawMax': '630000000', 'withdrawMin': '502', 'sameAddress': False, 'contract': '0xce3b0d4e4e4285e55c0bfb294112caf19682eb8a', 'withdrawTips': None, 'depositTips': None}]"
TRR,Terran Coin,"[{'coin': 'TRR', 'depositDesc': None, 'depositEnable': False, 'minConfirm': 12, 'name': 'Terran Coin', 'network': 'BNB Smart Chain(BEP20)', 'withdrawEnable': True, 'withdrawFee': '0', 'withdrawIntegerMultiple': None, 'withdrawMax': '120000', 'withdrawMin': '1', 'sameAddress': False, 'contract': '0xbB95cc1c662D89822bda29D2e147B124406e6e42', 'withdrawTips': None, 'depositTips': None}]"
TRU,TrueFiToken,"[{'coin': 'TRU', 'depositDesc': None, 'depositEnable': True, 'minConfirm': 64, 'name': 'TrueFiToken', 'network': 'Ethereum(ERC20)', 'withdrawEnable': True, 'withdrawFee': '149', 'withdrawIntegerMultiple': None, 'withdrawMax': '7000000', 'withdrawMin': '375.6', 'sameAddress': False, 'contract': '0x4c19596f5aaff459fa38b0f7ed92f11ae6543784', 'withdrawTips': None, 'depositTips': None}]"
ORDS,Ordiswap,"[{'coin': 'ORDS', 'depositDesc': None, 'depositEnable': True, 'minConfirm': 64, 'name': 'Ordiswap', 'network': 'Ethereum(ERC20)', 'withdrawEnable': True, 'withdrawFee': '125', 'withdrawIntegerMultiple': None, 'withdrawMax': '3000000', 'withdrawMin': '247.2', 'sameAddress': False, 'contract': '0x8AB2ff0116A279a99950C66A12298962D152B83c', 'withdrawTips': None, 'depositTips': None}]"
LBL,LABEL Foundation,"[{'coin': 'LBL', 'depositDesc': None, 'depositEnable': False, 'minConfirm': 12, 'name': 'LABEL Foundation', 'network': 'BNB Smart Chain(BEP20)', 'withdrawEnable': True, 'withdrawFee': '0', 'withdrawIntegerMultiple': None, 'withdrawMax': '60000000', 'withdrawMin': '1', 'sameAddress': False, 'contract': '0x77edFaE59a7948d66E9911A30cC787d2172343d4', 'withdrawTips': None, 'depositTips': None}, {'coin': 'LBL', 'depositDesc': 'Deposit suspended due to wallet maintenance', 'depositEnable': False, 'minConfirm': 64, 'name': 'LABEL Foundation', 'network': 'Ethereum(ERC20)', 'withdrawEnable': True, 'withdrawFee': '0', 'withdrawIntegerMultiple': None, 'withdrawMax': '60000000', 'withdrawMin': '1', 'sameAddress': False, 'contract': '0x2162f572B25f7358db9376AB58a947a4e45CeDE1', 'withdrawTips': None, 'depositTips': None}]"
TRV,TrustVerse,"[{'coin': 'TRV', 'depositDesc': None, 'depositEnable': False, 'minConfirm': 64, 'name': 'TrustVerse', 'network': 'Ethereum(ERC20)', 'withdrawEnable': True, 'withdrawFee': '0', 'withdrawIntegerMultiple': None, 'withdrawMax': '74000000', 'withdrawMin': '700', 'sameAddress': False, 'contract': '0x72955ecff76e48f2c8abcce11d54e5734d6f3657', 'withdrawTips': None, 'depositTips': None}]"
TRX,Tron,"[{'coin': 'TRX', 'depositDesc': None, 'depositEnable': True, 'minConfirm': 20, 'name': 'Tron', 'network': 'Tron(TRC20)', 'withdrawEnable': True, 'withdrawFee': '1', 'withdrawIntegerMultiple': None, 'withdrawMax': '6600000', 'withdrawMin': '10', 'sameAddress': False, 'contract': '', 'withdrawTips': None, 'depositTips': None}]"
LBP,LaunchBlock,"[{'coin': 'LBP', 'depositDesc': 'Deposit suspended due to wallet maintenance', 'depositEnable': False, 'minConfirm': 64, 'name': 'LaunchBlock', 'network': 'Ethereum(ERC20)', 'withdrawEnable': True, 'withdrawFee': '0', 'withdrawIntegerMultiple': None, 'withdrawMax': '500000000', 'withdrawMin': '1', 'sameAddress': False, 'contract': '0xa23C1194d421F252b4e6D5edcc3205F7650a4eBE', 'withdrawTips': None, 'depositTips': None}]"
LBR,Lybra Finance,"[{'coin': 'LBR', 'depositDesc': None, 'depositEnable': True, 'minConfirm': 64, 'name': 'Lybra Finance', 'network': 'Ethereum(ERC20)', 'withdrawEnable': True, 'withdrawFee': '6.19', 'withdrawIntegerMultiple': None, 'withdrawMax': '200000', 'withdrawMin': '15.948', 'sameAddress': False, 'contract': '0xed1167b6Dc64E8a366DB86F2E952A482D0981ebd', 'withdrawTips': None, 'depositTips': None}]"
EDGE,Edge,"[{'coin': 'EDGE', 'depositDesc': None, 'depositEnable': False, 'minConfirm': 64, 'name': 'Edge', 'network': 'Ethereum(ERC20)', 'withdrawEnable': True, 'withdrawFee': '0', 'withdrawIntegerMultiple': None, 'withdrawMax': '3800000', 'withdrawMin': '10', 'sameAddress': False, 'contract': '0x4ec1b60b96193a64acae44778e51f7bff2007831', 'withdrawTips': None, 'depositTips': None}]"
TOKAU,Tokyo AU Token,"[{'coin': 'TOKAU', 'depositDesc': None, 'depositEnable': False, 'minConfirm': 12, 'name': 'Tokyo AU Token', 'network': 'BNB Smart Chain(BEP20)', 'withdrawEnable': False, 'withdrawFee': '0', 'withdrawIntegerMultiple': None, 'withdrawMax': '320000000000000', 'withdrawMin': '38000000', 'sameAddress': False, 'contract': '0xc409ec8a33f31437ed753c82eed3c5f16d6d7e22', 'withdrawTips': None, 'depositTips': None}]"
